,from_tag,to_tag,pr_number
27389,7.6,7.7,1850
27390,7.6,7.7,1842
27391,7.6,7.7,1821
27392,7.6,7.7,1835
27393,7.6,7.7,1802
27394,7.6,7.7,2731
27395,7.6,7.7,2726
27396,7.6,7.7,2707
27397,7.6,7.7,2704
27398,7.6,7.7,2723
27399,7.6,7.7,2722
27400,7.6,7.7,2729
27401,7.6,7.7,2744
27402,7.6,7.7,2703
27403,7.6,7.7,2725
27404,7.6,7.7,2708
27405,7.6,7.7,2719
27406,7.6,7.7,2734
27407,7.6,7.7,2740
27408,7.6,7.7,2743
27409,7.6,7.7,2741
27410,7.6,7.7,2730
27411,7.6,7.7,2728
27412,7.6,7.7,2742
27413,7.6,7.7,2727
27414,7.6,7.7,2702
27415,7.6,7.7,2735
27416,7.6,7.7,2713
27417,7.6,7.7,2750
27418,7.6,7.7,2718
27419,7.6,7.7,2737
27420,7.6,7.7,2749
27421,7.6,7.7,2712
27422,7.6,7.7,2709
27423,7.6,7.7,2715
27424,7.6,7.7,2746
27425,7.6,7.7,2748
27426,7.6,7.7,2721
27427,7.6,7.7,2747
27428,7.6,7.7,2701
27429,7.6,7.7,2714
27430,7.6,7.7,2720
27431,7.6,7.7,2738
27432,7.6,7.7,2739
27433,7.6,7.7,2705
27434,7.6,7.7,2736
27435,7.6,7.7,2745
27436,7.6,7.7,2733
27437,7.6,7.7,1660
27438,7.6,7.7,1678
27439,7.6,7.7,1687
27440,7.6,7.7,1665
27441,7.6,7.7,1696
27442,7.6,7.7,1691
27443,7.6,7.7,1698
27444,7.6,7.7,1689
27445,7.6,7.7,1659
27446,7.6,7.7,1684
27447,7.6,7.7,1667
27448,7.6,7.7,1669
27449,7.6,7.7,1699
27450,7.6,7.7,1675
27451,7.6,7.7,1680
27452,7.6,7.7,1658
27453,7.6,7.7,1676
27454,7.6,7.7,1661
27455,7.6,7.7,1656
27456,7.6,7.7,1655
27457,7.6,7.7,1692
27458,7.6,7.7,1657
27459,7.6,7.7,1651
27460,7.6,7.7,1652
27461,7.6,7.7,1666
27462,7.6,7.7,2600
27463,7.6,7.7,2553
27464,7.6,7.7,2591
27465,7.6,7.7,2555
27466,7.6,7.7,2594
27467,7.6,7.7,2585
27468,7.6,7.7,2584
27469,7.6,7.7,2571
27470,7.6,7.7,2593
27471,7.6,7.7,2598
27472,7.6,7.7,2557
27473,7.6,7.7,2552
27474,7.6,7.7,2599
27475,7.6,7.7,2567
27476,7.6,7.7,2565
27477,7.6,7.7,2589
27478,7.6,7.7,2597
27479,7.6,7.7,2578
27480,7.6,7.7,2562
27481,7.6,7.7,2588
27482,7.6,7.7,2573
27483,7.6,7.7,2554
27484,7.6,7.7,2587
27485,7.6,7.7,2581
27486,7.6,7.7,2570
27487,7.6,7.7,2582
27488,7.6,7.7,2566
27489,7.6,7.7,2574
27490,7.6,7.7,2583
27491,7.6,7.7,2577
27492,7.6,7.7,2586
27493,7.6,7.7,2580
27494,7.6,7.7,2560
27495,7.6,7.7,150
27496,7.6,7.7,149
27497,7.6,7.7,1624
27498,7.6,7.7,1607
27499,7.6,7.7,1622
27500,7.6,7.7,1615
27501,7.6,7.7,1606
27502,7.6,7.7,1620
27503,7.6,7.7,1610
27504,7.6,7.7,1603
27505,7.6,7.7,1609
27506,7.6,7.7,1616
27507,7.6,7.7,1645
27508,7.6,7.7,1636
27509,7.6,7.7,1633
27510,7.6,7.7,1635
27511,7.6,7.7,1634
27512,7.6,7.7,1629
27513,7.6,7.7,1637
27514,7.6,7.7,1648
27515,7.6,7.7,1625
27516,7.6,7.7,1608
27517,7.6,7.7,1612
27518,7.6,7.7,1605
27519,7.6,7.7,1643
27520,7.6,7.7,1642
27521,7.6,7.7,1604
27522,7.6,7.7,1627
27523,7.6,7.7,1644
27524,7.6,7.7,1614
27525,7.6,7.7,1641
27526,7.6,7.7,1650
27527,7.6,7.7,1618
27528,7.6,7.7,1611
27529,7.6,7.7,1631
27530,7.6,7.7,1640
27531,7.6,7.7,1601
27532,7.6,7.7,1626
27533,7.6,7.7,1628
27534,7.6,7.7,1441
27535,7.6,7.7,1406
27536,7.6,7.7,1435
27537,7.6,7.7,1442
27538,7.6,7.7,1449
27539,7.6,7.7,1440
27540,7.6,7.7,1410
27541,7.6,7.7,1436
27542,7.6,7.7,1401
27543,7.6,7.7,1429
27544,7.6,7.7,1443
27545,7.6,7.7,1450
27546,7.6,7.7,1430
27547,7.6,7.7,1444
27548,7.6,7.7,1424
27549,7.6,7.7,1438
27550,7.6,7.7,1417
27551,7.6,7.7,1447
27552,7.6,7.7,1408
27553,7.6,7.7,1432
27554,7.6,7.7,1446
27555,7.6,7.7,1405
27556,7.6,7.7,1419
27557,7.6,7.7,310
27558,7.6,7.7,318
27559,7.6,7.7,350
27560,7.6,7.7,340
27561,7.6,7.7,330
27562,7.6,7.7,331
27563,7.6,7.7,338
27564,7.6,7.7,348
27565,7.6,7.7,325
27566,7.6,7.7,339
27567,7.6,7.7,341
27568,7.6,7.7,301
27569,7.6,7.7,308
27570,7.6,7.7,329
27571,7.6,7.7,307
27572,7.6,7.7,323
27573,7.6,7.7,306
27574,7.6,7.7,322
27575,7.6,7.7,345
27576,7.6,7.7,315
27577,7.6,7.7,304
27578,7.6,7.7,309
27579,7.6,7.7,312
27580,7.6,7.7,324
27581,7.6,7.7,335
27582,7.6,7.7,343
27583,7.6,7.7,305
27584,7.6,7.7,2935
27585,7.6,7.7,2933
27586,7.6,7.7,2944
27587,7.6,7.7,2925
27588,7.6,7.7,2929
27589,7.6,7.7,2939
27590,7.6,7.7,2907
27591,7.6,7.7,2914
27592,7.6,7.7,2905
27593,7.6,7.7,2947
27594,7.6,7.7,2928
27595,7.6,7.7,2916
27596,7.6,7.7,2911
27597,7.6,7.7,2937
27598,7.6,7.7,2917
27599,7.6,7.7,2910
27600,7.6,7.7,2908
27601,7.6,7.7,2934
27602,7.6,7.7,2938
27603,7.6,7.7,2924
27604,7.6,7.7,2904
27605,7.6,7.7,2948
27606,7.6,7.7,2950
27607,7.6,7.7,2913
27608,7.6,7.7,2945
27609,7.6,7.7,2949
27610,7.6,7.7,2915
27611,7.6,7.7,2930
27612,7.6,7.7,2906
27613,7.6,7.7,2931
27614,7.6,7.7,2941
27615,7.6,7.7,2909
27616,7.6,7.7,2946
27617,7.6,7.7,2943
27618,7.6,7.7,1877
27619,7.6,7.7,1895
27620,7.6,7.7,1863
27621,7.6,7.7,1871
27622,7.6,7.7,1886
27623,7.6,7.7,1859
27624,7.6,7.7,1878
27625,7.6,7.7,1883
27626,7.6,7.7,1860
27627,7.6,7.7,1866
27628,7.6,7.7,1893
27629,7.6,7.7,1880
27630,7.6,7.7,1891
27631,7.6,7.7,1872
27632,7.6,7.7,1868
27633,7.6,7.7,1898
27634,7.6,7.7,1888
27635,7.6,7.7,1857
27636,7.6,7.7,1887
27637,7.6,7.7,1882
27638,7.6,7.7,1864
27639,7.6,7.7,1890
27640,7.6,7.7,1851
27641,7.6,7.7,1879
27642,7.6,7.7,1856
27643,7.6,7.7,1858
27644,7.6,7.7,1867
27645,7.6,7.7,1875
27646,7.6,7.7,1869
27647,7.6,7.7,1852
27648,7.6,7.7,1855
27649,7.6,7.7,1853
27650,7.6,7.7,1861
27651,7.6,7.7,1881
27652,7.6,7.7,2365
27653,7.6,7.7,2356
27654,7.6,7.7,2364
27655,7.6,7.7,2360
27656,7.6,7.7,2358
27657,7.6,7.7,2355
27658,7.6,7.7,2389
27659,7.6,7.7,2372
27660,7.6,7.7,2388
27661,7.6,7.7,2393
27662,7.6,7.7,2376
27663,7.6,7.7,2381
27664,7.6,7.7,2362
27665,7.6,7.7,2363
27666,7.6,7.7,2387
27667,7.6,7.7,2352
27668,7.6,7.7,2399
27669,7.6,7.7,2366
27670,7.6,7.7,2400
27671,7.6,7.7,2378
27672,7.6,7.7,2370
27673,7.6,7.7,2385
27674,7.6,7.7,2351
27675,7.6,7.7,3025
27676,7.6,7.7,3009
27677,7.6,7.7,3024
27678,7.6,7.7,3020
27679,7.6,7.7,3027
27680,7.6,7.7,3005
27681,7.6,7.7,3046
27682,7.6,7.7,3033
27683,7.6,7.7,3006
27684,7.6,7.7,3015
27685,7.6,7.7,3003
27686,7.6,7.7,3036
27687,7.6,7.7,3018
27688,7.6,7.7,3023
27689,7.6,7.7,3013
27690,7.6,7.7,3045
27691,7.6,7.7,3041
27692,7.6,7.7,3029
27693,7.6,7.7,3037
27694,7.6,7.7,3010
27695,7.6,7.7,3011
27696,7.6,7.7,3035
27697,7.6,7.7,3048
27698,7.6,7.7,3034
27699,7.6,7.7,3022
27700,7.6,7.7,3047
27701,7.6,7.7,3016
27702,7.6,7.7,3028
27703,7.6,7.7,3008
27704,7.6,7.7,3019
27705,7.6,7.7,3007
27706,7.6,7.7,3043
27707,7.6,7.7,3017
27708,7.6,7.7,3032
27709,7.6,7.7,3042
27710,7.6,7.7,3004
27711,7.6,7.7,3049
27712,7.6,7.7,3040
27713,7.6,7.7,3014
27714,7.6,7.7,1994
27715,7.6,7.7,1952
27716,7.6,7.7,2000
27717,7.6,7.7,1981
27718,7.6,7.7,1968
27719,7.6,7.7,1993
27720,7.6,7.7,1987
27721,7.6,7.7,1965
27722,7.6,7.7,1984
27723,7.6,7.7,1978
27724,7.6,7.7,1992
27725,7.6,7.7,1976
27726,7.6,7.7,1995
27727,7.6,7.7,1966
27728,7.6,7.7,1990
27729,7.6,7.7,1979
27730,7.6,7.7,1991
27731,7.6,7.7,1962
27732,7.6,7.7,1983
27733,7.6,7.7,1989
27734,7.6,7.7,1985
27735,7.6,7.7,1971
27736,7.6,7.7,1954
27737,7.6,7.7,1969
27738,7.6,7.7,1967
27739,7.6,7.7,1953
27740,7.6,7.7,1972
27741,7.6,7.7,1955
27742,7.6,7.7,1974
27743,7.6,7.7,1982
27744,7.6,7.7,1951
27745,7.6,7.7,1970
27746,7.6,7.7,1961
27747,7.6,7.7,1988
27748,7.6,7.7,1997
27749,7.6,7.7,1980
27750,7.6,7.7,1023
27751,7.6,7.7,1019
27752,7.6,7.7,1033
27753,7.6,7.7,1025
27754,7.6,7.7,1041
27755,7.6,7.7,1031
27756,7.6,7.7,1013
27757,7.6,7.7,1009
27758,7.6,7.7,1045
27759,7.6,7.7,1044
27760,7.6,7.7,1032
27761,7.6,7.7,1027
27762,7.6,7.7,1007
27763,7.6,7.7,1001
27764,7.6,7.7,1029
27765,7.6,7.7,1017
27766,7.6,7.7,1039
27767,7.6,7.7,1022
27768,7.6,7.7,1021
27769,7.6,7.7,1048
27770,7.6,7.7,1026
27771,7.6,7.7,1030
27772,7.6,7.7,1035
27773,7.6,7.7,1024
27774,7.6,7.7,1050
27775,7.6,7.7,736
27776,7.6,7.7,721
27777,7.6,7.7,738
27778,7.6,7.7,711
27779,7.6,7.7,741
27780,7.6,7.7,743
27781,7.6,7.7,722
27782,7.6,7.7,709
27783,7.6,7.7,735
27784,7.6,7.7,717
27785,7.6,7.7,714
27786,7.6,7.7,718
27787,7.6,7.7,740
27788,7.6,7.7,707
27789,7.6,7.7,746
27790,7.6,7.7,702
27791,7.6,7.7,739
27792,7.6,7.7,708
27793,7.6,7.7,737
27794,7.6,7.7,720
27795,7.6,7.7,732
27796,7.6,7.7,724
27797,7.6,7.7,723
27798,7.6,7.7,731
27799,7.6,7.7,705
27800,7.6,7.7,713
27801,7.6,7.7,527
27802,7.6,7.7,520
27803,7.6,7.7,534
27804,7.6,7.7,513
27805,7.6,7.7,511
27806,7.6,7.7,514
27807,7.6,7.7,521
27808,7.6,7.7,535
27809,7.6,7.7,542
27810,7.6,7.7,506
27811,7.6,7.7,515
27812,7.6,7.7,529
27813,7.6,7.7,522
27814,7.6,7.7,550
27815,7.6,7.7,501
27816,7.6,7.7,517
27817,7.6,7.7,531
27818,7.6,7.7,509
27819,7.6,7.7,538
27820,7.6,7.7,504
27821,7.6,7.7,525
27822,7.6,7.7,512
27823,7.6,7.7,510
27824,7.6,7.7,519
27825,7.6,7.7,533
27826,7.6,7.7,507
27827,7.6,7.7,1202
27828,7.6,7.7,1221
27829,7.6,7.7,1212
27830,7.6,7.7,1211
27831,7.6,7.7,1232
27832,7.6,7.7,1245
27833,7.6,7.7,1214
27834,7.6,7.7,1228
27835,7.6,7.7,1229
27836,7.6,7.7,1230
27837,7.6,7.7,1208
27838,7.6,7.7,1225
27839,7.6,7.7,1227
27840,7.6,7.7,1231
27841,7.6,7.7,1236
27842,7.6,7.7,1220
27843,7.6,7.7,1203
27844,7.6,7.7,1201
27845,7.6,7.7,1242
27846,7.6,7.7,1206
27847,7.6,7.7,1233
27848,7.6,7.7,1209
27849,7.6,7.7,1223
27850,7.6,7.7,1219
27851,7.6,7.7,1218
27852,7.6,7.7,1217
27853,7.6,7.7,1205
27854,7.6,7.7,1246
27855,7.6,7.7,1213
27856,7.6,7.7,1215
27857,7.6,7.7,1238
27858,7.6,7.7,1207
27859,7.6,7.7,1210
27860,7.6,7.7,1204
27861,7.6,7.7,1250
27862,7.6,7.7,1234
27863,7.6,7.7,1248
27864,7.6,7.7,1216
27865,7.6,7.7,1222
27866,7.6,7.7,2181
27867,7.6,7.7,2157
27868,7.6,7.7,2167
27869,7.6,7.7,2156
27870,7.6,7.7,2199
27871,7.6,7.7,2170
27872,7.6,7.7,2152
27873,7.6,7.7,2169
27874,7.6,7.7,2158
27875,7.6,7.7,2192
27876,7.6,7.7,2188
27877,7.6,7.7,2179
27878,7.6,7.7,2187
27879,7.6,7.7,2160
27880,7.6,7.7,2184
27881,7.6,7.7,2159
27882,7.6,7.7,2171
27883,7.6,7.7,2154
27884,7.6,7.7,2186
27885,7.6,7.7,2180
27886,7.6,7.7,2182
27887,7.6,7.7,2161
27888,7.6,7.7,2151
27889,7.6,7.7,2175
27890,7.6,7.7,2196
27891,7.6,7.7,2155
27892,7.6,7.7,2189
27893,7.6,7.7,2163
27894,7.6,7.7,2191
27895,7.6,7.7,2174
27896,7.6,7.7,2198
27897,7.6,7.7,2168
27898,7.6,7.7,2178
27899,7.6,7.7,2164
27900,7.6,7.7,2162
27901,7.6,7.7,2165
27902,7.6,7.7,2185
27903,7.6,7.7,794
27904,7.6,7.7,770
27905,7.6,7.7,764
27906,7.6,7.7,795
27907,7.6,7.7,761
27908,7.6,7.7,763
27909,7.6,7.7,757
27910,7.6,7.7,787
27911,7.6,7.7,793
27912,7.6,7.7,785
27913,7.6,7.7,783
27914,7.6,7.7,765
27915,7.6,7.7,754
27916,7.6,7.7,796
27917,7.6,7.7,759
27918,7.6,7.7,2833
27919,7.6,7.7,2842
27920,7.6,7.7,2814
27921,7.6,7.7,2822
27922,7.6,7.7,2832
27923,7.6,7.7,2813
27924,7.6,7.7,2823
27925,7.6,7.7,2840
27926,7.6,7.7,2848
27927,7.6,7.7,2829
27928,7.6,7.7,2807
27929,7.6,7.7,2835
27930,7.6,7.7,2827
27931,7.6,7.7,2817
27932,7.6,7.7,2830
27933,7.6,7.7,2818
27934,7.6,7.7,2819
27935,7.6,7.7,2837
27936,7.6,7.7,2846
27937,7.6,7.7,2826
27938,7.6,7.7,2841
27939,7.6,7.7,2815
27940,7.6,7.7,2824
27941,7.6,7.7,2820
27942,7.6,7.7,2821
27943,7.6,7.7,2812
27944,7.6,7.7,2831
27945,7.6,7.7,2845
27946,7.6,7.7,2816
27947,7.6,7.7,2839
27948,7.6,7.7,2847
27949,7.6,7.7,2828
27950,7.6,7.7,2825
27951,7.6,7.7,1531
27952,7.6,7.7,1534
27953,7.6,7.7,1524
27954,7.6,7.7,1549
27955,7.6,7.7,1521
27956,7.6,7.7,1523
27957,7.6,7.7,1526
27958,7.6,7.7,1548
27959,7.6,7.7,1511
27960,7.6,7.7,1547
27961,7.6,7.7,1509
27962,7.6,7.7,1503
27963,7.6,7.7,1505
27964,7.6,7.7,1506
27965,7.6,7.7,1550
27966,7.6,7.7,1546
27967,7.6,7.7,1537
27968,7.6,7.7,1522
27969,7.6,7.7,1525
27970,7.6,7.7,1513
27971,7.6,7.7,1510
27972,7.6,7.7,1533
27973,7.6,7.7,1543
27974,7.6,7.7,1541
27975,7.6,7.7,1536
27976,7.6,7.7,1520
27977,7.6,7.7,1529
27978,7.6,7.7,1535
27979,7.6,7.7,1501
27980,7.6,7.7,1532
27981,7.6,7.7,1519
27982,7.6,7.7,1514
27983,7.6,7.7,1545
27984,7.6,7.7,216
27985,7.6,7.7,219
27986,7.6,7.7,203
27987,7.6,7.7,207
27988,7.6,7.7,201
27989,7.6,7.7,2485
27990,7.6,7.7,2492
27991,7.6,7.7,2456
27992,7.6,7.7,2457
27993,7.6,7.7,2496
27994,7.6,7.7,2469
27995,7.6,7.7,2498
27996,7.6,7.7,2474
27997,7.6,7.7,2495
27998,7.6,7.7,2467
27999,7.6,7.7,2488
28000,7.6,7.7,2455
28001,7.6,7.7,2470
28002,7.6,7.7,2479
28003,7.6,7.7,2500
28004,7.6,7.7,2453
28005,7.6,7.7,2494
28006,7.6,7.7,2461
28007,7.6,7.7,2482
28008,7.6,7.7,2480
28009,7.6,7.7,2499
28010,7.6,7.7,2490
28011,7.6,7.7,2486
28012,7.6,7.7,2487
28013,7.6,7.7,2489
28014,7.6,7.7,2478
28015,7.6,7.7,2459
28016,7.6,7.7,3125
28017,7.6,7.7,3112
28018,7.6,7.7,3132
28019,7.6,7.7,3146
28020,7.6,7.7,3106
28021,7.6,7.7,3115
28022,7.6,7.7,3133
28023,7.6,7.7,3138
28024,7.6,7.7,3141
28025,7.6,7.7,3142
28026,7.6,7.7,3137
28027,7.6,7.7,3104
28028,7.6,7.7,3116
28029,7.6,7.7,3150
28030,7.6,7.7,3119
28031,7.6,7.7,3109
28032,7.6,7.7,3148
28033,7.6,7.7,3136
28034,7.6,7.7,3139
28035,7.6,7.7,3105
28036,7.6,7.7,3103
28037,7.6,7.7,3134
28038,7.6,7.7,3140
28039,7.6,7.7,3127
28040,7.6,7.7,3129
28041,7.6,7.7,3117
28042,7.6,7.7,3131
28043,7.6,7.7,3120
28044,7.6,7.7,3102
28045,7.6,7.7,3145
28046,7.6,7.7,3101
28047,7.6,7.7,1793
28048,7.6,7.7,1776
28049,7.6,7.7,1792
28050,7.6,7.7,1783
28051,7.6,7.7,1800
28052,7.6,7.7,1761
28053,7.6,7.7,1778
28054,7.6,7.7,1785
28055,7.6,7.7,1790
28056,7.6,7.7,1758
28057,7.6,7.7,1794
28058,7.6,7.7,1772
28059,7.6,7.7,1775
28060,7.6,7.7,1797
28061,7.6,7.7,1789
28062,7.6,7.7,1755
28063,7.6,7.7,1763
28064,7.6,7.7,1795
28065,7.6,7.7,1796
28066,7.6,7.7,1786
28067,7.6,7.7,1760
28068,7.6,7.7,1765
28069,7.6,7.7,1779
28070,7.6,7.7,1799
28071,7.6,7.7,1764
28072,7.6,7.7,1754
28073,7.6,7.7,1781
28074,7.6,7.7,1777
28075,7.6,7.7,1767
28076,7.6,7.7,1784
28077,7.6,7.7,1768
28078,7.6,7.7,1753
28079,7.6,7.7,1773
28080,7.6,7.7,1782
28081,7.6,7.7,1752
28082,7.6,7.7,1766
28083,7.6,7.7,1791
28084,7.6,7.7,1787
28085,7.6,7.7,1751
28086,7.6,7.7,1788
28087,7.6,7.7,1774
28088,7.6,7.7,2655
28089,7.6,7.7,2696
28090,7.6,7.7,2665
28091,7.6,7.7,2668
28092,7.6,7.7,2666
28093,7.6,7.7,2663
28094,7.6,7.7,2654
28095,7.6,7.7,2678
28096,7.6,7.7,2673
28097,7.6,7.7,2687
28098,7.6,7.7,2694
28099,7.6,7.7,2657
28100,7.6,7.7,2695
28101,7.6,7.7,2677
28102,7.6,7.7,2690
28103,7.6,7.7,2681
28104,7.6,7.7,2700
28105,7.6,7.7,2670
28106,7.6,7.7,2693
28107,7.6,7.7,2680
28108,7.6,7.7,2692
28109,7.6,7.7,2686
28110,7.6,7.7,2675
28111,7.6,7.7,2661
28112,7.6,7.7,2676
28113,7.6,7.7,2683
28114,7.6,7.7,2684
28115,7.6,7.7,2662
28116,7.6,7.7,2679
28117,7.6,7.7,2658
28118,7.6,7.7,2697
28119,7.6,7.7,1718
28120,7.6,7.7,1747
28121,7.6,7.7,1723
28122,7.6,7.7,1736
28123,7.6,7.7,1735
28124,7.6,7.7,1737
28125,7.6,7.7,1733
28126,7.6,7.7,1729
28127,7.6,7.7,1727
28128,7.6,7.7,1750
28129,7.6,7.7,1709
28130,7.6,7.7,1728
28131,7.6,7.7,1708
28132,7.6,7.7,1715
28133,7.6,7.7,1741
28134,7.6,7.7,1707
28135,7.6,7.7,1706
28136,7.6,7.7,1748
28137,7.6,7.7,1721
28138,7.6,7.7,1716
28139,7.6,7.7,1744
28140,7.6,7.7,1749
28141,7.6,7.7,1720
28142,7.6,7.7,1740
28143,7.6,7.7,1705
28144,7.6,7.7,1717
28145,7.6,7.7,1713
28146,7.6,7.7,1725
28147,7.6,7.7,1739
28148,7.6,7.7,1745
28149,7.6,7.7,1738
28150,7.6,7.7,441
28151,7.6,7.7,411
28152,7.6,7.7,421
28153,7.6,7.7,433
28154,7.6,7.7,402
28155,7.6,7.7,424
28156,7.6,7.7,437
28157,7.6,7.7,440
28158,7.6,7.7,408
28159,7.6,7.7,422
28160,7.6,7.7,429
28161,7.6,7.7,436
28162,7.6,7.7,416
28163,7.6,7.7,438
28164,7.6,7.7,434
28165,7.6,7.7,427
28166,7.6,7.7,415
28167,7.6,7.7,414
28168,7.6,7.7,445
28169,7.6,7.7,420
28170,7.6,7.7,423
28171,7.6,7.7,406
28172,7.6,7.7,407
28173,7.6,7.7,450
28174,7.6,7.7,1330
28175,7.6,7.7,1341
28176,7.6,7.7,1305
28177,7.6,7.7,1338
28178,7.6,7.7,1332
28179,7.6,7.7,1303
28180,7.6,7.7,1333
28181,7.6,7.7,1348
28182,7.6,7.7,1347
28183,7.6,7.7,1345
28184,7.6,7.7,1350
28185,7.6,7.7,1343
28186,7.6,7.7,1321
28187,7.6,7.7,1349
28188,7.6,7.7,1308
28189,7.6,7.7,1324
28190,7.6,7.7,1336
28191,7.6,7.7,1340
28192,7.6,7.7,1316
28193,7.6,7.7,1301
28194,7.6,7.7,1307
28195,7.6,7.7,1309
28196,7.6,7.7,1322
28197,7.6,7.7,1329
28198,7.6,7.7,1306
28199,7.6,7.7,1337
28200,7.6,7.7,1344
28201,7.6,7.7,1342
28202,7.6,7.7,1318
28203,7.6,7.7,1331
28204,7.6,7.7,1323
28205,7.6,7.7,1312
28206,7.6,7.7,1325
28207,7.6,7.7,1311
28208,7.6,7.7,1339
28209,7.6,7.7,1319
28210,7.6,7.7,1314
28211,7.6,7.7,1304
28212,7.6,7.7,1328
28213,7.6,7.7,868
28214,7.6,7.7,861
28215,7.6,7.7,881
28216,7.6,7.7,883
28217,7.6,7.7,864
28218,7.6,7.7,853
28219,7.6,7.7,875
28220,7.6,7.7,869
28221,7.6,7.7,858
28222,7.6,7.7,872
28223,7.6,7.7,878
28224,7.6,7.7,887
28225,7.6,7.7,854
28226,7.6,7.7,857
28227,7.6,7.7,886
28228,7.6,7.7,877
28229,7.6,7.7,870
28230,7.6,7.7,885
28231,7.6,7.7,855
28232,7.6,7.7,871
28233,7.6,7.7,852
28234,7.6,7.7,882
28235,7.6,7.7,876
28236,7.6,7.7,889
28237,7.6,7.7,2285
28238,7.6,7.7,2254
28239,7.6,7.7,2255
28240,7.6,7.7,2288
28241,7.6,7.7,2291
28242,7.6,7.7,2278
28243,7.6,7.7,2293
28244,7.6,7.7,2284
28245,7.6,7.7,2277
28246,7.6,7.7,2266
28247,7.6,7.7,2257
28248,7.6,7.7,2268
28249,7.6,7.7,2300
28250,7.6,7.7,2289
28251,7.6,7.7,2296
28252,7.6,7.7,2261
28253,7.6,7.7,2275
28254,7.6,7.7,2264
28255,7.6,7.7,2299
28256,7.6,7.7,2256
28257,7.6,7.7,2263
28258,7.6,7.7,2267
28259,7.6,7.7,2280
28260,7.6,7.7,2274
28261,7.6,7.7,2251
28262,7.6,7.7,2258
28263,7.6,7.7,2297
28264,7.6,7.7,2270
28265,7.6,7.7,2290
28266,7.6,7.7,2281
28267,7.6,7.7,2295
28268,7.6,7.7,2260
28269,7.6,7.7,2273
28270,7.6,7.7,2085
28271,7.6,7.7,2061
28272,7.6,7.7,2054
28273,7.6,7.7,2089
28274,7.6,7.7,2080
28275,7.6,7.7,2067
28276,7.6,7.7,2084
28277,7.6,7.7,2073
28278,7.6,7.7,2095
28279,7.6,7.7,2053
28280,7.6,7.7,2099
28281,7.6,7.7,2062
28282,7.6,7.7,2093
28283,7.6,7.7,2066
28284,7.6,7.7,2060
28285,7.6,7.7,2068
28286,7.6,7.7,2100
28287,7.6,7.7,2088
28288,7.6,7.7,2052
28289,7.6,7.7,2071
28290,7.6,7.7,2087
28291,7.6,7.7,2075
28292,7.6,7.7,2096
28293,7.6,7.7,2059
28294,7.6,7.7,2086
28295,7.6,7.7,2091
28296,7.6,7.7,2065
28297,7.6,7.7,2058
28298,7.6,7.7,2055
28299,7.6,7.7,2057
28300,7.6,7.7,2076
28301,7.6,7.7,2064
28302,7.6,7.7,2097
28303,7.6,7.7,2072
28304,7.6,7.7,2063
28305,7.6,7.7,2056
28306,7.6,7.7,1105
28307,7.6,7.7,1140
28308,7.6,7.7,1141
28309,7.6,7.7,1143
28310,7.6,7.7,1138
28311,7.6,7.7,1118
28312,7.6,7.7,1116
28313,7.6,7.7,1115
28314,7.6,7.7,1147
28315,7.6,7.7,1119
28316,7.6,7.7,1148
28317,7.6,7.7,1128
28318,7.6,7.7,1150
28319,7.6,7.7,1144
28320,7.6,7.7,1142
28321,7.6,7.7,1146
28322,7.6,7.7,1132
28323,7.6,7.7,1103
28324,7.6,7.7,1135
28325,7.6,7.7,1113
28326,7.6,7.7,1131
28327,7.6,7.7,1106
28328,7.6,7.7,1139
28329,7.6,7.7,1112
28330,7.6,7.7,1102
28331,7.6,7.7,1149
28332,7.6,7.7,1107
28333,7.6,7.7,1125
28334,7.6,7.7,1117
28335,7.6,7.7,1123
28336,7.6,7.7,1121
28337,7.6,7.7,1127
28338,7.6,7.7,1145
28339,7.6,7.7,1104
28340,7.6,7.7,1126
28341,7.6,7.7,1122
28342,7.6,7.7,616
28343,7.6,7.7,637
28344,7.6,7.7,646
28345,7.6,7.7,618
28346,7.6,7.7,628
28347,7.6,7.7,605
28348,7.6,7.7,650
28349,7.6,7.7,614
28350,7.6,7.7,643
28351,7.6,7.7,606
28352,7.6,7.7,638
28353,7.6,7.7,623
28354,7.6,7.7,604
28355,7.6,7.7,625
28356,7.6,7.7,613
28357,7.6,7.7,626
28358,7.6,7.7,612
28359,7.6,7.7,621
28360,7.6,7.7,647
28361,7.6,7.7,636
28362,7.6,7.7,641
28363,7.6,7.7,622
28364,7.6,7.7,619
28365,7.6,7.7,617
28366,7.6,7.7,634
28367,7.6,7.7,640
28368,7.6,7.7,610
28369,7.6,7.7,620
28370,7.6,7.7,639
28371,7.6,7.7,2015
28372,7.6,7.7,2026
28373,7.6,7.7,2021
28374,7.6,7.7,2035
28375,7.6,7.7,2002
28376,7.6,7.7,2022
28377,7.6,7.7,2009
28378,7.6,7.7,2024
28379,7.6,7.7,2018
28380,7.6,7.7,2036
28381,7.6,7.7,2044
28382,7.6,7.7,2001
28383,7.6,7.7,2029
28384,7.6,7.7,2023
28385,7.6,7.7,2037
28386,7.6,7.7,2048
28387,7.6,7.7,2006
28388,7.6,7.7,2039
28389,7.6,7.7,2042
28390,7.6,7.7,2003
28391,7.6,7.7,2017
28392,7.6,7.7,2047
28393,7.6,7.7,2004
28394,7.6,7.7,2030
28395,7.6,7.7,2020
28396,7.6,7.7,2007
28397,7.6,7.7,2043
28398,7.6,7.7,2013
28399,7.6,7.7,2045
